1.02,1.026667,1.033333,1.04
inf,inf,inf,inf
4.29619,3.37375,1.60374,1.60192
4.09786,2.87099,-0.904068,-0.901118
3.94054,2.79878,1.20728,1.20742
3.7877,2.40252,1.06576,1.06584
3.71365,2.15278,0.938002,0.938349
3.51163,1.99553,1.0029,1.00292
3.41424,1.83963,0.816105,0.816019
3.27509,1.75642,1.0175,1.01743
3.18108,1.64335,1.00093,1.00094
3.08082,1.51003,0.728403,0.728419
2.97677,1.52995,0.846183,0.846184
2.87251,1.3945,0.888491,0.88852
2.74275,1.35274,0.881537,0.881546
2.6152,1.28388,0.894107,0.89413
2.58412,1.15218,0.766915,0.772786
2.46629,1.08186,0.684171,0.677741
2.39068,1.05034,0.797273,0.797276
2.27353,1.19444,0.941804,0.938311
2.13051,1.06704,0.846707,0.854008
2.04095,1.06813,0.849249,0.845759
2.04839,0.954925,0.951378,0.946179
1.98983,0.952747,0.943964,0.949159
1.86563,0.879769,0.889472,0.894112
1.79827,1.01972,0.913184,0.910747
1.71807,1.00436,0.879014,0.876857
1.6864,0.980855,0.928293,0.930061
1.59217,1.05688,0.874059,0.872185
1.57458,0.933131,0.890447,0.888859
1.55264,0.884871,0.882192,0.885274
1.50067,0.967003,0.958773,0.958683
1.46262,0.864532,0.791604,0.791517
1.45775,0.963427,0.922077,0.919635
1.44633,0.903861,0.868437,0.869691
1.49612,0.812432,0.877449,0.879652
1.43929,0.871257,0.866372,0.864144
1.39827,0.915771,0.928564,0.928564
1.42677,0.832667,0.906274,0.906272
1.41604,0.876094,0.904425,0.904427
1.38258,0.903265,0.965185,0.964422
1.36884,0.87976,0.922775,0.922049
1.39961,0.912207,0.913221,0.914768
1.37465,0.915385,0.92729,0.929371
1.41716,0.85087,0.905995,0.90454
1.3753,0.875841,0.927824,0.929062
1.33252,0.889373,0.888616,0.887901
1.3317,0.885379,0.877522,0.878084
1.28704,0.901575,0.924809,0.923059
1.28155,0.898554,0.922226,0.921148
1.26888,0.869528,0.88893,0.888977
1.23954,0.927236,0.913024,0.913565
1.19443,0.878807,0.908214,0.907264
1.19835,0.933248,0.926418,0.926927
1.14591,0.916964,0.94053,0.941867
1.1533,0.90491,0.898825,0.898373
1.10037,0.909683,0.932102,0.932509
1.07221,0.913886,0.925257,0.927224
1.08324,0.904662,0.869705,0.867192
1.02388,0.917307,0.896649,0.896648
1.00353,0.871571,0.926739,0.927098
0.991029,0.914529,0.887195,0.886463
1.0104,0.890638,0.913511,0.913859
0.950448,0.90197,0.906554,0.906223
0.929145,0.887867,0.925318,0.92627
0.916055,0.89255,0.933657,0.933337
0.908048,0.91112,0.930948,0.930349
0.909648,0.873781,0.892771,0.892484
0.868109,0.907568,0.883172,0.884352
0.851632,0.869323,0.901422,0.900577
0.871858,0.896098,0.910606,0.910346
0.817654,0.920151,0.911535,0.911809
0.82375,0.887771,0.904022,0.904789
0.830185,0.905074,0.93448,0.933268
0.842061,0.889066,0.936549,0.937498
0.813431,0.915385,0.886947,0.886466
0.829272,0.904479,0.945461,0.945686
0.857815,0.892639,0.912753,0.912094
0.815255,0.911208,0.903889,0.904986
0.813607,0.920107,0.897303,0.896867
0.834856,0.892531,0.912064,0.913285
0.821971,0.893956,0.916911,0.916089
0.808843,0.915612,0.887552,0.886946
0.818072,0.926986,0.906377,0.90619
0.822048,0.925772,0.885599,0.886746
0.823352,0.924578,0.906808,0.905338
0.805792,0.914919,0.912349,0.912542
0.815439,0.923227,0.899276,0.899462
0.831603,0.924893,0.905137,0.905313
0.841732,0.918936,0.900478,0.899982
0.851593,0.913723,0.881295,0.882306
0.857868,0.913146,0.900247,0.899602
0.856174,0.899439,0.908289,0.908761
0.884767,0.904442,0.907352,0.90735
0.858441,0.903589,0.922475,0.922909
0.851035,0.892727,0.911071,0.908887
0.856924,0.898728,0.915197,0.916077
0.853796,0.900149,0.898284,0.898581
0.862221,0.919159,0.900742,0.901299
0.852472,0.895718,0.908623,0.908487
0.85646,0.909328,0.915995,0.915867
0.865096,0.903179,0.894574,0.895357
